"STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-08-28",,"69","60","64"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-08-29",,"80","64","69"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-08-30",,"83","67","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-08-31",,"83","56","58"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-01",,"78","52","57"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-02",,"75","47","48"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-03",,"77","47","49"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-04",,"78","49","54"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-05",,"80","54","65"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-06",,"87","65","76"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-07",,"88","68","69"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-08",,"75","68","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-09",,"80","55","59"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-10",,"67","55","59"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-11",,"70","47","48"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-12",,"75","48","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-13",,"80","54","65"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-14",,"70","53","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-15",,"74","51","54"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-16",,"77","54","64"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-17",,"73","56","57"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-18",,"74","49","50"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-19",,"80","49","67"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-20",,"78","53","54"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-21",,"84","54","62"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-22",,"69","62","64"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-23",,"77","60","60"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-24",,"68","59","62"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-25",,"69","58","58"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-26",,"76","51","52"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-27",,"66","46","50"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-28",,"57","48","50"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-29",,"64","46","49"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-09-30",,"74","49","57"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-01",,"62","57","58"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-02",,"63","56","56"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-03",,"68","45","48"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-04",,"73","48","58"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-05",,"73","58","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-06",,"71","50","51"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-07",,"71","49","49"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-08",,"56","32","45"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-09",,"59","35","45"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-10",,"63","35","42"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-11",,"73","42","59"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-12",,"76","51","56"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-13",,"56","32","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-14",,"53","31","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-15",,"64","31","57"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-16",,"65","57","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-17",,"74","60","72"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-18",,"74","55","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-19",,"69","40","45"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-20",,"71","40","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-21",,"52","33","37"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-22",,"59","36","50"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-23",,"67","35","60"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-24",,"69","39","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-25",,"58","28","34"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-26",,"52","33","43"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-27",,"45","38","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-28",,"44","40","44"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-29",,"64","44","53"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-30",,"64","49","49"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-10-31",,"56","37","45"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-01",,"62","45","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-02",,"72","43","48"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-03",,"64","37","39"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-04",,"65","35","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-05",,"64","36","45"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-06",,"72","35","50"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-07",,"72","33","42"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-08",,"65","42","48"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-09",,"58","27","27"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-10",,"58","27","51"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-11",,"66","38","39"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-12",,"52","22","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-13",,"53","33","39"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-14",,"60","39","45"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-15",,"62","35","43"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-16",,"53","28","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-17",,"62","32","38"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-18",,"69","38","60"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-19",,"68","31","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-20",,"39","22","28"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-21",,"31","16","21"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-22",,"39","21","28"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-23",,"40","28","37"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-24",,"39","35","35"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-25",,"36","33","34"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-26",,"39","26","29"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-27",,"50","24","27"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-28",,"46","27","43"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-29",,"48","38","38"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-11-30",,"48","28","36"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-01",,"38","35","37"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-02",,"40","31","31"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-03",,"33","29","31"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-04",,"33","30","31"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-05",,"33","30","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-06",,"35","31","31"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-07",,"35","18","18"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-08",,"22","15","16"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-09",,"24","16","16"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-10",,"23","11","11"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-11",,"20","11","20"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-12",,"25","16","17"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-13",,"22","0","1"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-14",,"13","1","9"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-15",,"13","-6","-6"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-16",,"10","-6","9"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-17",,"14","7","14"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-18",,"17","-10","-7"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-19",,"2","-16","-4"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-20",,"22","-4","22"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-21",,"40","19","27"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-22",,"37","22","23"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-23",,"38","18","35"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-24",,"35","31","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-25",,"35","32","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-26",,"43","32","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-27",,"40","20","20"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-28",,"25","14","25"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-29",,"39","25","27"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-30",,"32","20","20"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2016-12-31",,"32","18","31"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-01",,"31","13","26"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-02",,"36","24","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-03",,"35","32","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-04",,"33","2","2"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-05",,"9","-2","1"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-06",,"4","-8","-8"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-07",,"4","-8","-7"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-08",,"10","-7","-6"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-09",,"19","-7","17"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-10",,"33","16","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-11",,"36","12","17"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-12",,"21","11","11"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-13",,"21","0","1"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-14",,"14","1","14"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-15",,"30","0","1"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-16",,"33","0","24"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-17",,"33","24","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-18",,"34","31","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-19",,"39","27","28"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-20",,"40","28","34"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-21",,"36","34","35"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-22",,"41","31","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-23",,"38","33","35"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-24",,"38","32","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-25",,"37","32","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-26",,"33","27","28"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-27",,"31","23","23"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-28",,"28","19","22"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-29",,"27","21","22"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-30",,"24","2","5"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-01-31",,"28","5","27"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-01",,"37","11","19"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-02",,"30","1","6"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-03",,"17","-6","0"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-04",,"21","-6","-4"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-05",,"30","-4","27"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-06",,"31","8","16"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-07",,"41","16","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-08",,"34","17","17"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-09",,"21","5","6"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-10",,"21","6","21"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-11",,"44","21","43"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-12",,"44","32","38"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-13",,"39","17","22"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-14",,"46","22","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-15",,"45","22","22"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-16",,"33","22","27"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-17",,"38","22","27"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-18",,"63","27","31"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-19",,"62","26","26"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-20",,"64","26","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-21",,"59","37","42"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-22",,"64","34","41"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-23",,"67","35","39"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-24",,"47","29","29"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-25",,"29","14","23"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-26",,"42","15","38"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-27",,"42","15","38"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-02-28",,"49","17","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-01",,"44","32","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-02",,"44","19","20"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-03",,"29","3","11"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-04",,"33","11","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-05",,"43","29","43"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-06",,"50","41","47"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-07",,"63","36","36"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-08",,"49","34","34"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-09",,"40","28","29"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-10",,"38","13","14"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-11",,"23","9","10"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-12",,"24","9","9"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-13",,"31","9","18"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-14",,"26","-2","2"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-15",,"27","1","3"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-16",,"34","3","10"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-17",,"42","10","33"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-18",,"54","33","37"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-19",,"43","22","43"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-20",,"53","29","31"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-21",,"62","27","38"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-22",,"45","15","16"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-23",,"40","16","30"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-24",,"45","30","39"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-25",,"54","34","35"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-26",,"37","34","37"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-27",,"41","37","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-28",,"48","39","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-29",,"61","29","31"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-30",,"46","31","35"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-03-31",,"38","33","35"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-01",,"50","26","26"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-02",,"63","26","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-03",,"54","32","44"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-04",,"51","44","44"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-05",,"59","39","41"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-06",,"49","35","36"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-07",,"53","29","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-08",,"58","31","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-09",,"74","53","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-10",,"74","57","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-11",,"67","36","37"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-12",,"44","27","32"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-13",,"63","32","42"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-14",,"55","41","41"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-15",,"63","41","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-16",,"74","55","58"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-17",,"67","39","46"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-18",,"68","38","41"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-19",,"69","41","50"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-20",,"61","40","42"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-21",,"59","37","41"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-22",,"61","31","57"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-23",,"67","41","60"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-24",,"73","36","36"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-25",,"73","36","66"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-26",,"76","56","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-27",,"64","35","36"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-28",,"42","33","37"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-29",,"51","34","37"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-04-30",,"46","37","38"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-01",,"42","38","39"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-02",,"50","37","38"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-03",,"53","29","39"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-04",,"64","32","40"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-05",,"68","36","47"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-06",,"67","41","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-07",,"64","32","53"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-08",,"61","34","43"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-09",,"65","41","41"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-10",,"58","41","54"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-11",,"71","53","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-12",,"73","45","54"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-13",,"71","45","58"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-14",,"79","44","51"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-15",,"77","47","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-16",,"80","55","60"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-17",,"84","60","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-18",,"80","59","62"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-19",,"64","40","42"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-20",,"54","42","48"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-21",,"55","47","50"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-22",,"56","44","50"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-23",,"68","50","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-24",,"65","48","49"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-25",,"58","49","53"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-26",,"74","53","59"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-27",,"71","47","53"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-28",,"76","53","57"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-29",,"75","45","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-30",,"68","46","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-05-31",,"62","47","57"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-01",,"73","40","56"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-02",,"78","44","59"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-03",,"85","56","65"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-04",,"89","60","76"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-05",,"85","54","66"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-06",,"78","47","47"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-07",,"80","46","62"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-08",,"82","48","65"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-09",,"81","54","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-10",,"84","60","72"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-11",,"89","72","75"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-12",,"91","75","79"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-13",,"91","64","67"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-14",,"82","66","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-15",,"88","64","69"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-16",,"87","61","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-17",,"88","62","72"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-18",,"83","61","69"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-19",,"74","56","63"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-20",,"71","50","60"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-21",,"71","50","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-22",,"78","61","69"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-23",,"78","60","65"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-24",,"77","57","58"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-25",,"69","48","52"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-26",,"66","44","54"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-27",,"64","44","55"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-28",,"76","52","62"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-29",,"73","60","66"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-06-30",,"78","59","64"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-01",,"80","56","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-02",,"76","56","69"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-03",,"79","53","66"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-04",,"83","53","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-05",,"85","61","73"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-06",,"86","62","71"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-07",,"88","62","70"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-08",,"83","54","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-09",,"78","54","61"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-10",,"83","61","68"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-11",,"84","62","72"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-12",,"87","67","67"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-13",,"84","67","69"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-14",,"78","56","56"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-15",,"71","53","71"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-16",,"83","65","75"
"USC00479319","WISCONSIN DELLS WWTP, WI US","2017-07-17",,"78","55","60"
